epoch_nr,accuracy,loss,precision,recall,f1
1,0.4953660797034291,2.0465233904473923,0.7678167317490882,0.4953660797034291,0.4099671182094024
2,0.5764596848934198,1.7278245187857573,0.8032251026328615,0.5764596848934198,0.5021692773387543
3,0.6181649675625579,1.5719915225225336,0.8506028258286492,0.6181649675625579,0.573828502550354
4,0.644114921223355,1.4807366877794266,0.7911962066192013,0.644114921223355,0.5808967764566708
5,0.6691380908248378,1.361925127751687,0.79436391406552,0.6691380908248378,0.6131638272385926
6,0.680259499536608,1.2516661365242565,0.7858445017626224,0.680259499536608,0.6280878596682278
7,0.6997219647822057,1.17375548972803,0.8133404787791061,0.6997219647822057,0.647854230326998
8,0.7233549582947173,1.1148886461468304,0.7889863363317171,0.7233549582947173,0.678276528540748
9,0.7465245597775718,1.063280120053712,0.7915249707015563,0.7465245597775718,0.7099720936993658
10,0.7618164967562558,0.9893705446053954,0.811048063506513,0.7618164967562558,0.7255084394341722
11,0.768303985171455,0.9427065095480751,0.801507640050936,0.768303985171455,0.7376841429372879
12,0.7738646895273401,0.8995681575992528,0.8127579084130301,0.7738646895273401,0.7493858349305661
13,0.7891566265060241,0.8653779625892639,0.8286597729297128,0.7891566265060241,0.7671906616992447
14,0.8067655236329935,0.7906581207233316,0.8356135931603608,0.8067655236329935,0.7878675261899254
15,0.7961075069508804,0.8352568991043988,0.828612994426391,0.7961075069508804,0.7812076187473619
16,0.8109360518999074,0.7860225127900348,0.8392108528163131,0.8109360518999074,0.7935802963061525
17,0.8104726598702502,0.7826704882523593,0.8514596573284398,0.8104726598702502,0.7974493021619069
18,0.8234476367006488,0.7381238506778198,0.852824538798586,0.8234476367006488,0.8093151987015943
19,0.8137164040778498,0.7663105533403509,0.8506267930339126,0.8137164040778498,0.8026704922852118
20,0.8280815569972196,0.7337842500385117,0.8431074402140777,0.8280815569972196,0.8137922796391849
21,0.8294717330861909,0.7220771284226108,0.844959049130601,0.8294717330861909,0.8148050598920474
22,0.8234476367006488,0.7711579573943335,0.8387592002944644,0.8234476367006488,0.8154022917630052
23,0.8294717330861909,0.725184019874124,0.8470417706971335,0.8294717330861909,0.8224415674431585
24,0.8392029657089898,0.7124353224302039,0.8451680150259187,0.8392029657089898,0.8284924548348471
25,0.8382761816496757,0.7164997995338019,0.8507070962033769,0.8382761816496757,0.83189554578974
26,0.8429101019462465,0.7049512464333983,0.8536923429205946,0.8429101019462465,0.8375360826176417
27,0.8396663577386468,0.7323985700221622,0.8543542915129158,0.8396663577386468,0.8335939440565681
28,0.8331788693234476,0.7625193396473632,0.8530055715612664,0.8331788693234476,0.8281459471997036
29,0.8345690454124189,0.7816009886891526,0.8416903131631196,0.8345690454124189,0.826859912790554
30,0.8382761816496757,0.7682897235979053,0.856119494415604,0.8382761816496757,0.8378421176474897
31,0.8220574606116775,0.8890557698905468,0.8389956198795979,0.8220574606116775,0.8204176937032835
32,0.8410565338276181,0.7832875966149218,0.8582856526586271,0.8410565338276181,0.8405872764299906
33,0.8354958294717331,0.8423435238792616,0.8529665610414368,0.8354958294717331,0.8334037939971793
34,0.8438368860055607,0.8247726960655521,0.855492309758265,0.8438368860055607,0.8394224148228536
35,0.8461538461538461,0.8097568610135246,0.8558730009532259,0.8461538461538461,0.8447822415730433
36,0.8341056533827618,0.8279129091431113,0.8389451605882431,0.8341056533827618,0.8299323648239673
37,0.8405931417979611,0.7989656414617511,0.8545061877550792,0.8405931417979611,0.8413873521000765
38,0.8503243744207599,0.822112921406241,0.8584156312038452,0.8503243744207599,0.8480804342015037
39,0.8470806302131604,0.8560202031889382,0.8564950739787001,0.8470806302131604,0.8459297838243339
40,0.8206672845227062,0.9329266300534501,0.8455045577552932,0.8206672845227062,0.8223093031020546
41,0.8415199258572753,0.8372985212241902,0.8484832190901188,0.8415199258572753,0.8380474418918891
42,0.845227062094532,0.8666536691872513,0.8614763145086911,0.845227062094532,0.8457289380781394
43,0.8470806302131604,0.862541666802238,0.8566340325760745,0.8470806302131604,0.8453868535083832
44,0.8470806302131604,0.8594099443186732,0.8533919251272539,0.8470806302131604,0.8437236139312799
45,0.8484708063021316,0.8675622216918889,0.8618980765297841,0.8484708063021316,0.8495768720436023
46,0.8461538461538461,0.8525669855229995,0.8571889094269366,0.8461538461538461,0.845278881427411
47,0.8438368860055607,0.9152640380403575,0.8622016058648845,0.8438368860055607,0.845794626694003
48,0.8475440222428174,0.9065875428564408,0.8625272813753286,0.8475440222428174,0.8488417184448016
49,0.8489341983317887,0.8877696488052607,0.858810348343076,0.8489341983317887,0.847233590319669
50,0.8540315106580166,0.8805684339364662,0.8645219842032822,0.8540315106580166,0.8531303933242331
51,0.8531047265987025,0.9088651434901882,0.8623681190136666,0.8531047265987025,0.8518893879418393
52,0.8507877664504171,0.8997749662684167,0.8603117050254562,0.8507877664504171,0.8492723908551041
53,0.8443002780352178,0.9490505846984246,0.8574538306600533,0.8443002780352178,0.8450392552426
54,0.8512511584800742,0.919305356548113,0.8644702088938517,0.8512511584800742,0.8508137089225598
55,0.8387395736793327,0.9548190054209793,0.8526167505889894,0.8387395736793327,0.839115113169864
56,0.8554216867469879,0.9464666065486038,0.8641127391763787,0.8554216867469879,0.8536737428079543
57,0.8456904541241891,0.9471158475122031,0.8593973553137205,0.8456904541241891,0.8456827622401767
58,0.8447636700648748,0.9868915153338629,0.857727266697002,0.8447636700648748,0.8451017032262831
