epoch_nr,accuracy,loss,precision,recall,f1
0,0.004633920296570899,4.377917682423311,0.2094712176997893,0.004633920296570899,0.0031898381833491796
1,0.3614457831325301,2.6578314304351807,0.7691972710117578,0.3614457831325301,0.19191811493762662
2,0.3623725671918443,2.5090166680953083,0.5898272455825921,0.3623725671918443,0.19940764168633035
3,0.37488415199258573,2.443368112339693,0.618257965939859,0.37488415199258573,0.23210704379230387
4,0.4054680259499537,2.366103536942426,0.6448317444026536,0.4054680259499537,0.28678810933958127
5,0.48378127896200185,2.3120307641870834,0.7248780125965132,0.48378127896200185,0.3699599965031614
6,0.5088044485634847,2.167942909633412,0.7641915006520902,0.5088044485634847,0.3999799664078956
7,0.22613531047265986,2.904868897269754,0.6881453316350552,0.22613531047265986,0.09620339006522408
8,0.36886005560704355,2.4453457103056064,0.6355903694238381,0.36886005560704355,0.21440415629239892
9,0.3707136237256719,2.396902687409345,0.5678331326073948,0.3707136237256719,0.22556271959294139
10,0.4008341056533828,2.3197176456451416,0.6050655361632389,0.4008341056533828,0.28339773052873934
11,0.47312326227988877,2.097704431589912,0.7077903186219949,0.47312326227988877,0.3795305152301476
12,0.47914735866543096,2.1481163641985725,0.8189646784991119,0.47914735866543096,0.40188654105337746
13,0.5143651529193698,2.127579359447255,0.7623348480237201,0.5143651529193698,0.40057234944956677
14,0.5329008341056534,1.992524595821605,0.7433847510616313,0.5329008341056534,0.43733816575904455
15,0.48748841519925856,2.1225619245977962,0.7350709344632962,0.48748841519925856,0.4072590520474231
16,0.5152919369786839,2.0384314761442295,0.69253377077771,0.5152919369786839,0.42712433544778694
17,0.45968489341983315,2.1763994413263656,0.6860068001216617,0.45968489341983315,0.3989180023519483
18,0.3623725671918443,3.2953421228072224,0.5784720797167209,0.3623725671918443,0.1948237952856679
19,0.4490268767377201,2.153917480917538,0.5930382497428606,0.4490268767377201,0.3521640787547393
20,0.5152919369786839,1.9844213022905237,0.6577360414115169,0.5152919369786839,0.4238262923659515
21,0.41195551436515293,3.232911698958453,0.4749872180754589,0.41195551436515293,0.2847328713544554
22,0.5384615384615384,2.057398515589097,0.681491423185225,0.5384615384615384,0.46138700081751494
23,0.5189990732159406,2.0202240382923797,0.7003767123139457,0.5189990732159406,0.44251335319486385
24,0.531047265987025,2.084569019429824,0.6901316309295681,0.531047265987025,0.457371365674193
25,0.5560704355885079,1.8525176679386812,0.716719073019721,0.5560704355885079,0.5163665140083842
26,0.5430954587581094,2.1873387869666603,0.7004349638993131,0.5430954587581094,0.44082590563371193
27,0.46570898980537534,2.080869029549991,0.6553463626312184,0.46570898980537534,0.4328527571957497
28,0.5644114921223355,1.802777598885929,0.6744118813944674,0.5644114921223355,0.48654607365177965
29,0.247451343836886,3.5715959352605484,0.39998301282683896,0.247451343836886,0.13670405870251182
30,0.3632993512511585,2.6480695780585792,0.5922231722121422,0.3632993512511585,0.19788918773910577
31,0.3943466172381835,2.3246201346902287,0.49025873472935444,0.3943466172381835,0.2821996814363349
32,0.43744207599629287,2.2010992695303524,0.5513792194938982,0.43744207599629287,0.3599654469409599
33,0.46617238183503246,2.036576502463397,0.5851716779459103,0.46617238183503246,0.39589368113576623
34,0.47080630213160335,2.1044100032133213,0.647117339294265,0.47080630213160335,0.444465223943101
35,0.5472659870250232,1.8898833709604599,0.6683322482625081,0.5472659870250232,0.47110384622623613
36,0.5500463392029658,1.920134944074294,0.6644175111080857,0.5500463392029658,0.4717106556101111
37,0.5444856348470807,2.3446781354791977,0.7272911576375433,0.5444856348470807,0.4389019844283408
38,0.5676552363299351,1.8482997768065508,0.6719577127786331,0.5676552363299351,0.4954176459370414
39,0.5597775718257646,1.8128732022117167,0.6862968882735015,0.5597775718257646,0.5116319211646483
40,0.5829471733086191,1.8091503662221573,0.6912755365625575,0.5829471733086191,0.5143443878319895
41,0.5866543095458758,1.7312265704659855,0.7111700428198431,0.5866543095458758,0.5308473428765419
42,0.5991658943466173,1.6804706910077263,0.7191271668568033,0.5991658943466173,0.5535862388751899
43,0.5968489341983317,1.7804062927470488,0.6821000439756532,0.5968489341983317,0.5257478107284416
44,0.6149212233549582,1.6177151904386633,0.7085079036331212,0.6149212233549582,0.5600155731758784
45,0.597775718257646,1.69665448104634,0.6596890620118695,0.597775718257646,0.5338359476211365
46,0.6149212233549582,1.5716977890800028,0.7324853038813538,0.6149212233549582,0.5714818671006138
47,0.6037998146431881,1.580099014674916,0.6899077293574509,0.6037998146431881,0.5719904346801753
48,0.5991658943466173,1.67407147323384,0.7116155779642699,0.5991658943466173,0.5700268681897368
49,0.5481927710843374,1.7137431397157556,0.6904878487997211,0.5481927710843374,0.528379265196462
50,0.6357738646895273,1.490943754420561,0.6968700189950704,0.6357738646895273,0.5893947284455184
51,0.5894346617238183,1.7980668474646175,0.6688336078387319,0.5894346617238183,0.5294473742096388
52,0.5815569972196478,1.7116561286589678,0.7077227435015897,0.5815569972196478,0.5629363368303762
53,0.6468952734012975,1.4603077734217924,0.6861907820988963,0.6468952734012975,0.5990612940385911
54,0.6487488415199258,1.449681934188394,0.7114162965922382,0.6487488415199258,0.6096819833040781
55,0.6116774791473587,1.7506753346499275,0.7009184477844879,0.6116774791473587,0.5394295971332994
56,0.6510658016682113,1.4326965598499073,0.708591529483433,0.6510658016682113,0.6031655041227554
57,0.6626506024096386,1.4275106752620024,0.6972714078934528,0.6626506024096386,0.6147611486163621
58,0.659870250231696,1.411707976285149,0.697384437074658,0.659870250231696,0.6176131126815055
59,0.6617238183503243,1.3658828104243559,0.7199567925940331,0.6617238183503243,0.6267016483402245
60,0.42910101946246526,2.621255257550408,0.7337284504974434,0.42910101946246526,0.43141938229917487
61,0.5954587581093606,1.7471904404023115,0.7091500653231732,0.5954587581093606,0.5506878856255824
62,0.47775718257645966,3.1948538808261646,0.841695107524627,0.47775718257645966,0.40018991830192197
