,epoch,accuracy,loss,precision,recall,f1
25,25,0.3943466172381835,2.3634783520418057,0.6299504851319393,0.3943466172381835,0.3943466172381835
26,26,0.4128822984244671,2.31752244163962,0.6578604805782984,0.4128822984244671,0.4128822984244671
27,27,0.4462465245597776,2.2341906393275544,0.6964968934491619,0.4462465245597776,0.4462465245597776
28,28,0.4986098239110287,2.1638648299609913,0.8126641695186216,0.4986098239110287,0.4986098239110287
29,29,0.4962928637627433,2.121597367174485,0.7917268771918996,0.4962928637627433,0.4962928637627433
30,30,0.3614457831325301,3.196569891536937,0.5522306555360705,0.3614457831325301,0.3614457831325301
31,31,0.44207599629286376,2.231065911405227,0.6921670123080302,0.44207599629286376,0.44207599629286376
32,32,0.5041705282669138,2.0670385851579556,0.7974044776389457,0.5041705282669138,0.5041705282669138
33,33,0.5217794253938832,2.0262722267824063,0.8181045882522792,0.5217794253938832,0.5217794253938832
34,34,0.5254865616311399,2.005454757634331,0.8281539551656796,0.5254865616311399,0.5254865616311399
35,35,0.5296570898980537,1.9824892492855297,0.8287603482728888,0.5296570898980537,0.5296570898980537
36,36,0.5291936978683967,1.9627657918369068,0.8289318465201168,0.5291936978683967,0.5291936978683967
37,37,0.5342910101946247,1.9733961890725529,0.8379563523980199,0.5342910101946247,0.5342910101946247
38,38,0.5185356811862836,2.010542911641738,0.8093055579399276,0.5185356811862836,0.5185356811862836
39,39,0.5282669138090825,1.9809811956742231,0.8157665870010833,0.5282669138090825,0.5282669138090825
40,40,0.531047265987025,1.9521598605548633,0.8476433464678829,0.531047265987025,0.531047265987025
41,41,0.5162187210379982,2.041123824961045,0.8477001398893549,0.5162187210379982,0.5162187210379982
42,42,0.5018535681186284,2.2480803167118744,0.7768317197587302,0.5018535681186284,0.5018535681186284
43,43,0.5338276181649676,1.9943280009662403,0.835762284139309,0.5338276181649676,0.5338276181649676
44,44,0.5254865616311399,2.0266358501770916,0.8491608574312968,0.5254865616311399,0.5254865616311399
45,45,0.5245597775718258,2.038726911825292,0.8496561089111753,0.5245597775718258,0.5245597775718258
46,46,0.5426320667284523,1.9670700536054724,0.8406601123803373,0.5426320667284523,0.5426320667284523
47,47,0.5421686746987951,1.9639826522153967,0.8411095976625338,0.5421686746987951,0.5421686746987951
48,48,0.45041705282669137,2.4751552132999195,0.6925750338632637,0.45041705282669137,0.45041705282669137
49,49,0.5370713623725671,1.98713359412025,0.8375889812579075,0.5370713623725671,0.5370713623725671
50,50,0.5273401297497683,1.9763627473045797,0.8437402091731816,0.5273401297497683,0.5273401297497683
51,51,0.5370713623725671,1.9284075007719153,0.8443852994172834,0.5370713623725671,0.5370713623725671
52,52,0.5389249304911955,1.932048285708708,0.8478846633615706,0.5389249304911955,0.5389249304911955
53,53,0.5417052826691381,1.910359971663531,0.8440873774168699,0.5417052826691381,0.5417052826691381
54,54,0.5426320667284523,1.8942494602764355,0.8462423864996964,0.5426320667284523,0.5426320667284523
55,55,0.5458758109360519,2.118335436372196,0.811595349620337,0.5458758109360519,0.5458758109360519
56,56,0.24142724745134383,2.8348624425775864,0.8310680812225453,0.24142724745134383,0.24142724745134383
57,57,0.5078776645041705,2.0924831909291886,0.8224315812907702,0.5078776645041705,0.5078776645041705
58,58,0.5171455050973123,2.052172366310568,0.8263053244233819,0.5171455050973123,0.5171455050973123
59,59,0.47914735866543096,2.0983232610365925,0.7328431793153831,0.47914735866543096,0.47914735866543096
60,60,0.5152919369786839,1.998578899046954,0.841897641667359,0.5152919369786839,0.5152919369786839
61,61,0.5189990732159406,1.9780793821110445,0.8250026233483347,0.5189990732159406,0.5189990732159406
62,62,0.46941612604263205,2.104290892096127,0.8416696135694399,0.46941612604263205,0.46941612604263205
63,63,0.5111214087117701,2.016684223623837,0.8038756502476175,0.5111214087117701,0.5111214087117701
64,64,0.5236329935125116,2.0899398116504444,0.8259456472801626,0.5236329935125116,0.5236329935125116
65,65,0.5301204819277109,1.9423056630527271,0.808835821698691,0.5301204819277109,0.5301204819277109
66,66,0.3614457831325301,4.511445213766659,0.5524135414838292,0.3614457831325301,0.3614457831325301
67,67,0.36654309545875813,2.459411789389218,0.5551802212135855,0.36654309545875813,0.36654309545875813
68,68,0.3804448563484708,2.386339482139139,0.5275369141804248,0.3804448563484708,0.3804448563484708
69,69,0.397126969416126,2.3298561993767235,0.5611030772845623,0.397126969416126,0.397126969416126
70,70,0.42493049119555143,2.2276519607095158,0.6115207972043163,0.42493049119555143,0.42493049119555143
71,71,0.45968489341983315,2.131566215963925,0.6559993318221592,0.45968489341983315,0.45968489341983315
72,72,0.46478220574606116,2.094069508945241,0.6597445721600683,0.46478220574606116,0.46478220574606116
73,73,0.48517145505097314,1.9989407343022965,0.7531371106858736,0.48517145505097314,0.48517145505097314
74,74,0.4712696941612604,2.0456518986645866,0.7437621613655433,0.4712696941612604,0.4712696941612604
75,75,0.5060240963855421,1.9556497966541964,0.7320498911199362,0.5060240963855421,0.5060240963855421
76,76,0.5092678405931418,1.9295147517148186,0.7481080270012381,0.5092678405931418,0.5092678405931418
77,77,0.47914735866543096,2.0586384604958927,0.6661062380584417,0.47914735866543096,0.47914735866543096
78,78,0.5157553290083411,2.0090466457254745,0.7943920659793344,0.5157553290083411,0.5157553290083411
79,79,0.2340129749768304,2.5882636659285603,0.7496540209291958,0.2340129749768304,0.2340129749768304
80,80,0.4782205746061168,2.2282399990979362,0.8014324969059459,0.4782205746061168,0.4782205746061168
81,81,0.5236329935125116,1.9994501366334803,0.8201217251095521,0.5236329935125116,0.5236329935125116
82,82,0.4893419833178869,2.076124394641203,0.8076492097380779,0.4893419833178869,0.4893419833178869
83,83,0.3860055607043559,3.484127998352051,0.569414267199939,0.3860055607043559,0.3860055607043559
84,84,0.42493049119555143,2.214315933339736,0.7110348117637235,0.42493049119555143,0.42493049119555143
85,85,0.4759036144578313,2.095448578105253,0.744486143233558,0.4759036144578313,0.4759036144578313
86,86,0.48980537534754404,2.05291290844188,0.8032073368354901,0.48980537534754404,0.48980537534754404
87,87,0.5,1.9575096929774565,0.786362174350661,0.5,0.5
88,88,0.5097312326227988,1.9415468398262472,0.7833030018684785,0.5097312326227988,0.5097312326227988
89,89,0.5139017608897127,1.9886270551120533,0.8007596045331569,0.5139017608897127,0.5139017608897127
90,90,0.5106580166821131,1.916268594124738,0.8064698382921401,0.5106580166821131,0.5106580166821131
91,91,0.5148285449490269,2.024769390330595,0.7952317306643704,0.5148285449490269,0.5148285449490269
92,92,0.5171455050973123,1.9302576289457434,0.7859560995057504,0.5171455050973123,0.5171455050973123
93,93,0.5231696014828545,1.9469898027532242,0.8007263375424355,0.5231696014828545,0.5231696014828545
94,94,0.5185356811862836,2.3930401100831875,0.8286264837002103,0.5185356811862836,0.5185356811862836
95,95,0.5273401297497683,1.931966031298918,0.804269519932066,0.5273401297497683,0.5273401297497683
96,96,0.530583873957368,1.982018554911894,0.8041534676084094,0.530583873957368,0.530583873957368
97,97,0.5315106580166821,1.8585791447583366,0.805953953684968,0.5315106580166821,0.5315106580166821
98,98,0.5389249304911955,1.8354735023835127,0.8215657566170895,0.5389249304911955,0.5389249304911955
99,99,0.5236329935125116,1.842301053159377,0.8451220449680652,0.5236329935125116,0.5236329935125116
